Lying kick-back,,,true,
Lying arm-raise,,,true,
Pull,,,false,(black band)
Pull down,,,false,(blue band)
Pull across,,,true,(red band)
Sword pull,,,true,(red band)
Hand-over-hand pull,,,false,
Standing kick-back,,,true,
Fire hydrant,,,true,
Diagonal push-up,,,false,
Glute bridge,,,false,
Clamshell,,,true,(green band)
Squat taps,,,false,
Step-ups,,,true,
Lunge stretch,,,true,
Row,,,true,
